root_000001	1	1	1	1	57	57	57.0	0.0	0.0
root_000002	1	1	1	1	694	694	694.0	0.0	0.0
root_000003	1	1	1	1	358	358	358.0	0.0	0.0
root_000004	1	1	1	1	509	509	509.0	0.0	0.0
root_000005	1	1	1	1	241	241	241.0	0.0	0.0
root_000006	1	1	1	1	639	639	639.0	0.0	0.0
root_000007	1	1	1	1	388	388	388.0	0.0	0.0
root_000008	1	1	1	1	70	70	70.0	0.0	0.0
root_000009	1	1	1	1	218	218	218.0	0.0	0.0
root_000010	1	1	1	1	754	754	754.0	0.0	0.0
root_000011	1	1	1	1	130	130	130.0	0.0	0.0
root_000012	1	1	1	1	111	111	111.0	0.0	0.0
root_000013	1	1	1	1	31	31	31.0	0.0	0.0
root_000014	1	1	1	1	1341	1341	1341.0	0.0	0.0
root_000015	1	1	1	1	1570	1570	1570.0	0.0	0.0
root_000016	1	1	1	1	203	203	203.0	0.0	0.0
root_000017	1	1	1	1	770	770	770.0	0.0	0.0
root_000018	1	1	1	1	390	390	390.0	0.0	0.0
root_000019	1	1	1	1	1043	1043	1043.0	0.0	0.0
root_000020	1	1	1	1	488	488	488.0	0.0	0.0
root_000021	1	1	1	1	340	340	340.0	0.0	0.0
root_000022	1	1	1	1	262	262	262.0	0.0	0.0
root_000023	1	1	1	1	105	105	105.0	0.0	0.0
root_000024	1	1	1	1	314	314	314.0	0.0	0.0
root_000025	1	1	1	1	898	898	898.0	0.0	0.0
root_000026	1	1	1	1	917	917	917.0	0.0	0.0
root_000027	1	1	1	1	119	119	119.0	0.0	0.0
root_000028	1	1	1	1	913	913	913.0	0.0	0.0
root_000029	1	1	1	1	472	472	472.0	0.0	0.0
root_000030	1	1	1	1	840	840	840.0	0.0	0.0
root_000031	3	3	1	1	676	705	686.0	13.4412301024373	0.01959362988693484
root_000032	1	1	1	1	305	305	305.0	0.0	0.0
root_000033	1	1	1	1	235	235	235.0	0.0	0.0
root_000034	1	1	1	1	182	182	182.0	0.0	0.0
root_000035	1	1	1	1	377	377	377.0	0.0	0.0
root_000036	1	1	1	1	867	867	867.0	0.0	0.0
root_000037	1	1	1	1	200	200	200.0	0.0	0.0
root_000038	1	1	1	1	681	681	681.0	0.0	0.0
root_000039	1	1	1	1	214	214	214.0	0.0	0.0
root_000040	2	2	1	1	252	269	260.5	8.5	0.03262955854126679
root_000041	1	1	1	1	524	524	524.0	0.0	0.0
root_000042	1	1	1	1	717	717	717.0	0.0	0.0
root_000043	1	1	1	1	396	396	396.0	0.0	0.0
root_000044	1	1	1	1	434	434	434.0	0.0	0.0
root_000045	1	1	1	1	397	397	397.0	0.0	0.0
root_000046	1	1	1	1	505	505	505.0	0.0	0.0
root_000047	1	1	1	1	343	343	343.0	0.0	0.0
root_000048	1	1	1	1	245	245	245.0	0.0	0.0
root_000049	1	1	1	1	286	286	286.0	0.0	0.0
root_000050	1	1	1	1	469	469	469.0	0.0	0.0
root_000051	1	1	1	1	194	194	194.0	0.0	0.0
root_000052	2	2	1	1	188	307	247.5	59.5	0.2404040404040404
root_000053	1	1	1	1	942	942	942.0	0.0	0.0
root_000054	1	1	1	1	162	162	162.0	0.0	0.0
root_000055	1	1	1	1	709	709	709.0	0.0	0.0
root_000056	1	1	1	1	241	241	241.0	0.0	0.0
root_000057	1	1	1	1	398	398	398.0	0.0	0.0
root_000058	1	1	1	1	126	126	126.0	0.0	0.0
root_000059	2	2	1	1	233	292	262.5	29.5	0.11238095238095239
root_000060	2	2	1	1	189	207	198.0	9.0	0.045454545454545456
root_000061	1	1	1	1	557	557	557.0	0.0	0.0
root_000062	1	1	1	1	609	609	609.0	0.0	0.0
