root_000001;57	CAGL0D04290g-T	36.585	41	57	302	0.53	25.0
root_000001;57	CAGL0K03113g-T	37.037	27	57	427	3.6	22.7
root_000001;57	CAGL0I06380g-T	30.233	43	57	1196	5.2	22.3
root_000001;57	CAGL0F03003g-T	35.000	20	57	1185	5.9	22.3
root_000001;57	CAGL0M01078g-T	27.907	43	57	695	9.1	21.9
root_000001;57	CAGL0D00660g-T	35.714	28	57	1111	9.3	21.9
root_000001;57	CAGL0I02596g-T	40.000	20	57	200	9.4	21.6
root_000002;694	CAGL0J02068g-T	30.488	82	694	708	0.076	33.9
root_000002;694	CAGL0D05280g-T	22.936	109	694	1030	1.2	30.0
root_000002;694	CAGL0L13299g-T	28.947	76	694	4090	1.3	30.0
root_000002;694	CAGL0I08811g-T	38.889	36	694	354	2.4	28.9
root_000002;694	CAGL0L07634g-T	34.091	44	694	1130	3.1	28.9
root_000002;694	CAGL0E02365g-T	39.130	23	694	257	5.2	27.7
root_000003;358	CAGL0I07447g-T	29.333	75	358	570	0.25	31.2
root_000003;358	CAGL0M00836g-T	27.536	69	358	661	0.32	30.8
root_000003;358	CAGL0K00495g-T	42.857	35	358	700	0.85	29.6
root_000003;358	CAGL0F06523g-T	23.894	113	358	760	0.98	29.3
root_000003;358	CAGL0H07909g-T	33.333	87	358	882	1.3	28.9
root_000003;358	CAGL0G04015g-T	37.143	70	358	1019	1.5	28.9
root_000003;358	CAGL0M01914g-T	33.333	51	358	676	2.5	28.1
root_000003;358	CAGL0E03938g-T	31.915	47	358	256	3.0	27.3
root_000003;358	CAGL0H00352g-T	33.333	36	358	370	3.3	27.3
root_000003;358	CAGL0D05940g-T	35.714	42	358	489	5.0	26.9
root_000003;358	CAGL0E05280g-T	21.311	61	358	351	6.0	26.6
root_000003;358	CAGL0H01595g-T	24.561	171	358	427	8.8	26.2
root_000003;358	CAGL0E06138g-T	34.000	50	358	1883	9.1	26.2
root_000003;358	CAGL0F01155g-T	22.400	125	358	1105	9.5	26.2
root_000004;509	CAGL0D02090g-T	34.146	41	509	318	0.50	30.4
root_000004;509	CAGL0I09548g-T	26.966	89	509	442	0.59	30.4
root_000004;509	CAGL0J09724g-T	25.000	68	509	218	0.64	30.0
root_000004;509	CAGL0J05214g-T	24.299	107	509	716	1.7	29.3
root_000004;509	CAGL0K08932g-T	44.444	27	509	212	2.1	28.1
root_000004;509	CAGL0G06600g-T	30.303	66	509	238	3.7	27.7
root_000004;509	CAGL0I05236g-T	28.235	85	509	404	5.6	27.3
root_000004;509	CAGL0M09757g-T	25.000	120	509	353	6.6	26.9
root_000004;509	CAGL0F08261g-T	38.298	47	509	438	8.8	26.6
root_000004;509	CAGL0E03421g-T	38.235	34	509	117	9.5	25.4
root_000005;241	CAGL0L10340g-T	22.561	164	241	279	0.37	29.6
root_000005;241	CAGL0G02519g-T	39.394	33	241	378	1.4	27.7
root_000005;241	CAGL0K05621g-T	37.931	29	241	768	5.2	26.2
root_000005;241	CAGL0F04939g-T	23.077	91	241	772	5.2	26.2
root_000005;241	CAGL0I02090g-T	29.412	51	241	1136	6.0	26.2
root_000005;241	CAGL0E03762g-T	50.000	16	241	584	6.7	25.8
root_000005;241	CAGL0A00979g-T	35.294	34	241	78	6.9	24.3
root_000005;241	CAGL0I01870g-T	25.170	147	241	549	7.2	25.8
root_000005;241	CAGL0K02585g-T	27.119	59	241	368	8.1	25.4
root_000005;241	CAGL0L11418g-T	50.000	20	241	564	9.4	25.4
root_000006;639	CAGL0C05093g-T	26.214	103	639	704	3.1	28.5
root_000006;639	CAGL0L10560g-T	30.357	56	639	536	4.1	28.1
root_000006;639	CAGL0B00704g-T	29.545	44	639	523	5.1	27.7
root_000006;639	CAGL0E01573g-T	30.233	43	639	904	6.9	27.7
root_000008;70	CAGL0F09141g-T	97.101	69	70	69	4.85e-45	136
root_000008;70	CAGL0E00715g-T	48.000	25	70	309	1.4	24.6
root_000008;70	CAGL0J06974g-T	31.915	47	70	678	2.5	23.9
root_000008;70	CAGL0C01397g-T	28.571	28	70	762	3.4	23.5
root_000008;70	CAGL0M01892g-T	32.609	46	70	340	5.9	22.7
root_000008;70	CAGL0M04301g-T	57.143	14	70	389	7.6	22.3
root_000008;70	CAGL0K09614g-T	28.571	35	70	1053	10.0	22.3
root_000011;130	CAGL0G00836g-T	97.674	129	130	129	9.16e-94	264
root_000011;130	CAGL0G03487g-T	21.622	111	130	704	0.007	33.1
root_000011;130	CAGL0M09999g-T	31.325	83	130	3124	1.6	26.2
root_000011;130	CAGL0M02761g-T	39.024	41	130	525	3.7	25.0
root_000011;130	CAGL0B04455g-T	34.211	38	130	605	6.7	24.3
root_000011;130	CAGL0M09185g-T	44.444	18	130	293	6.8	24.3
root_000012;111	CAGL0A01914g-T	24.658	73	111	3743	0.044	30.4
root_000012;111	CAGL0D03894g-T	34.043	47	111	485	1.5	25.8
root_000012;111	CAGL0I06710g-T	38.462	39	111	671	1.8	25.8
root_000012;111	CAGL0G03223g-T	43.478	23	111	1604	2.7	25.4
root_000012;111	CAGL0H01441g-T	52.632	19	111	427	3.6	24.6
root_000012;111	CAGL0K00231g-T	31.250	32	111	1280	3.8	24.6
root_000012;111	CAGL0I07271g-T	34.615	26	111	535	5.3	24.3
root_000013;31	CAGL0F00495g-T	41.176	17	31	2476	8.0	20.4
root_000014;1341	CAGL0M08800g-T	29.870	77	1341	299	0.083	34.7
root_000014;1341	CAGL0L01991g-T	41.379	29	1341	1053	2.0	30.4
